,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
195,Leonberg,48.8014,9.0131,Germany,DE,Baden-Wuerttemberg,,48733.0,48733.0
196,Bergkamen,51.6167,7.6333,Germany,DE,Nordrhein-Westfalen,,48725.0,48725.0
197,Bad Oeynhausen,52.2,8.8,Germany,DE,Nordrhein-Westfalen,,48702.0,48702.0
198,Freising,48.4028,11.7489,Germany,DE,Bayern,minor,48634.0,48634.0
199,Rheda-Wiedenbrueck,51.8417,8.3,Germany,DE,Nordrhein-Westfalen,,48505.0,48505.0
200,Cuxhaven,53.8667,8.7,Germany,DE,Niedersachsen,minor,48356.0,48356.0
201,Bornheim,50.7592,7.005,Germany,DE,Nordrhein-Westfalen,,48326.0,48326.0
202,Gronau,52.2125,7.0417,Germany,DE,Nordrhein-Westfalen,,48072.0,48072.0
203,Straubing,48.8772,12.5758,Germany,DE,Bayern,minor,47794.0,47794.0
204,Stade,53.6008,9.4764,Germany,DE,Niedersachsen,minor,47533.0,47533.0
205,Soest,51.5711,8.1092,Germany,DE,Nordrhein-Westfalen,minor,47460.0,47460.0
206,Dachau,48.2603,11.4342,Germany,DE,Bayern,minor,47400.0,47400.0
207,Alsdorf,50.8744,6.1615,Germany,DE,Nordrhein-Westfalen,,47018.0,47018.0
208,Landau,49.1994,8.1231,Germany,DE,Rheinland-Pfalz,minor,46677.0,46677.0
209,Duelmen,51.8308,7.2783,Germany,DE,Nordrhein-Westfalen,,46590.0,46590.0
210,Melle,52.2031,8.3361,Germany,DE,Niedersachsen,,46493.0,46493.0
211,Neunkirchen,49.3448,7.1799,Germany,DE,Saarland,minor,46469.0,46469.0
212,Herzogenrath,50.8667,6.1,Germany,DE,Nordrhein-Westfalen,,46402.0,46402.0
213,Schwerte,51.4458,7.5653,Germany,DE,Nordrhein-Westfalen,,46340.0,46340.0
214,Oberursel,50.2028,8.5769,Germany,DE,Hessen,,46248.0,46248.0
215,Wittenberg,51.8671,12.6484,Germany,DE,Sachsen-Anhalt,minor,46008.0,46008.0
216,Hof,50.3167,11.9167,Germany,DE,Bayern,minor,45930.0,45930.0
217,Filderstadt,48.6667,9.2167,Germany,DE,Baden-Wuerttemberg,,45813.0,45813.0
218,Gotha,50.9489,10.7183,Germany,DE,Thueringen,minor,45733.0,45733.0
219,Fellbach,48.8086,9.2758,Germany,DE,Baden-Wuerttemberg,,45671.0,45671.0
220,Buende,52.2,8.6,Germany,DE,Nordrhein-Westfalen,,45521.0,45521.0
221,Albstadt,48.2119,9.0239,Germany,DE,Baden-Wuerttemberg,,45327.0,45327.0
222,Weinheim,49.5561,8.6697,Germany,DE,Baden-Wuerttemberg,,45284.0,45284.0
223,Rodgau,50.0256,8.8841,Germany,DE,Hessen,,45202.0,45202.0
224,Bruchsal,49.1333,8.6,Germany,DE,Baden-Wuerttemberg,,44644.0,44644.0
225,Oranienburg,52.7544,13.2369,Germany,DE,Brandenburg,minor,44512.0,44512.0
226,Bruehl,50.8333,6.9,Germany,DE,Nordrhein-Westfalen,,44397.0,44397.0
227,Erkrath,51.2239,6.9147,Germany,DE,Nordrhein-Westfalen,,44384.0,44384.0
228,Neustadt am Ruebenberge,52.5055,9.4636,Germany,DE,Niedersachsen,,44282.0,44282.0
229,Lehrte,52.3725,9.9769,Germany,DE,Niedersachsen,,43999.0,43999.0
230,Kaufbeuren,47.88,10.6225,Germany,DE,Bayern,minor,43893.0,43893.0
231,Falkensee,52.5583,13.0917,Germany,DE,Brandenburg,,43838.0,43838.0
232,Memmingen,47.9878,10.1811,Germany,DE,Bayern,minor,43837.0,43837.0
233,Kaarst,51.2278,6.6273,Germany,DE,Nordrhein-Westfalen,,43433.0,43433.0
234,Erkelenz,51.08,6.3156,Germany,DE,Nordrhein-Westfalen,,43364.0,43364.0
235,Pinneberg,53.6591,9.8009,Germany,DE,Schleswig-Holstein,minor,43280.0,43280.0
236,Bietigheim-Bissingen,48.9667,9.1333,Germany,DE,Baden-Wuerttemberg,,43093.0,43093.0
237,Kamen,51.5917,7.6653,Germany,DE,Nordrhein-Westfalen,,42971.0,42971.0
238,Wismar,53.8925,11.465,Germany,DE,Mecklenburg-Vorpommern,minor,42550.0,42550.0
239,Borken,51.8439,6.8583,Germany,DE,Nordrhein-Westfalen,minor,42530.0,42530.0
240,Gifhorn,52.4886,10.5464,Germany,DE,Niedersachsen,minor,42519.0,42519.0
241,Nettetal,51.3167,6.2833,Germany,DE,Nordrhein-Westfalen,,42493.0,42493.0
242,Eisenach,50.9747,10.3244,Germany,DE,Thueringen,minor,42370.0,42370.0
243,Dreieich,50.0189,8.6961,Germany,DE,Hessen,,42091.0,42091.0
244,Aurich,53.4714,7.4836,Germany,DE,Niedersachsen,minor,41991.0,41991.0
245,Amberg,49.4444,11.8483,Germany,DE,Bayern,minor,41970.0,41970.0
246,Heinsberg,51.0631,6.0964,Germany,DE,Nordrhein-Westfalen,minor,41946.0,41946.0
247,Ansbach,49.3,10.5833,Germany,DE,Bayern,minor,41847.0,41847.0
248,Homburg,49.3167,7.3333,Germany,DE,Saarland,minor,41811.0,41811.0
249,Nordhausen,51.505,10.7911,Germany,DE,Thueringen,minor,41791.0,41791.0
250,Wunstorf,52.4238,9.4359,Germany,DE,Niedersachsen,,41594.0,41594.0
251,Seevetal,53.3833,10.0333,Germany,DE,Niedersachsen,,41506.0,41506.0
252,Siegburg,50.8014,7.2044,Germany,DE,Nordrhein-Westfalen,minor,41463.0,41463.0
253,Laatzen,52.3077,9.8133,Germany,DE,Niedersachsen,,41422.0,41422.0
254,Germering,48.1333,11.3667,Germany,DE,Bayern,,41387.0,41387.0
255,Coburg,50.2585,10.9579,Germany,DE,Bayern,minor,41249.0,41249.0
256,Koenigswinter,50.6833,7.1833,Germany,DE,Nordrhein-Westfalen,,41243.0,41243.0
257,Nuertingen,48.6267,9.3353,Germany,DE,Baden-Wuerttemberg,,41093.0,41093.0
258,Freiberg,50.9119,13.3428,Germany,DE,Sachsen,minor,40885.0,40885.0
259,Schwabach,49.3292,11.0208,Germany,DE,Bayern,minor,40792.0,40792.0
260,Lemgo,52.0277,8.9043,Germany,DE,Nordrhein-Westfalen,,40696.0,40696.0
261,Kirchheim unter Teck,48.6483,9.4511,Germany,DE,Baden-Wuerttemberg,,40523.0,40523.0
262,Bensheim,49.6811,8.6228,Germany,DE,Hessen,,40456.0,40456.0
263,Schwaebisch Hall,49.1122,9.7375,Germany,DE,Baden-Wuerttemberg,minor,40440.0,40440.0
264,Weissenfels,51.2,11.9667,Germany,DE,Sachsen-Anhalt,,40409.0,40409.0
265,Pirmasens,49.2,7.6,Germany,DE,Rheinland-Pfalz,minor,40403.0,40403.0
266,Eberswalde,52.8331,13.8331,Germany,DE,Brandenburg,minor,40387.0,40387.0
267,Halberstadt,51.8958,11.0467,Germany,DE,Sachsen-Anhalt,minor,40256.0,40256.0
268,Buxtehude,53.4769,9.7011,Germany,DE,Niedersachsen,,40150.0,40150.0
269,Leinfelden-Echterdingen,48.6928,9.1428,Germany,DE,Baden-Wuerttemberg,,40092.0,40092.0
270,Neumarkt,49.2833,11.4667,Germany,DE,Bayern,minor,40002.0,40002.0
271,Hueckelhoven,51.0608,6.2197,Germany,DE,Nordrhein-Westfalen,,39931.0,39931.0
272,Hofheim,50.0876,8.4447,Germany,DE,Hessen,minor,39766.0,39766.0
273,Loehne,52.2,8.7,Germany,DE,Nordrhein-Westfalen,,39697.0,39697.0
274,Schorndorf,48.8,9.5333,Germany,DE,Baden-Wuerttemberg,,39634.0,39634.0
275,Stendal,52.6,11.85,Germany,DE,Sachsen-Anhalt,minor,39439.0,39439.0
276,Freital,51.0167,13.65,Germany,DE,Sachsen,,39405.0,39405.0
277,Voelklingen,49.25,6.8333,Germany,DE,Saarland,,39374.0,39374.0
278,Ettlingen,48.9333,8.4,Germany,DE,Baden-Wuerttemberg,,39339.0,39339.0
279,Ostfildern,48.7228,9.2631,Germany,DE,Baden-Wuerttemberg,,39321.0,39321.0
280,Maintal,50.15,8.8333,Germany,DE,Hessen,,39298.0,39298.0
281,Buchholz in der Nordheide,53.3285,9.8621,Germany,DE,Niedersachsen,,39272.0,39272.0
282,Ahaus,52.0794,7.0134,Germany,DE,Nordrhein-Westfalen,,39223.0,39223.0
283,Ilmenau,50.6872,10.9142,Germany,DE,Thueringen,,39017.0,39017.0
284,Mettmann,51.25,6.9667,Germany,DE,Nordrhein-Westfalen,minor,38829.0,38829.0
285,Wuerselen,50.8247,6.1275,Germany,DE,Nordrhein-Westfalen,,38712.0,38712.0
286,Bitterfeld,51.6167,12.3167,Germany,DE,Sachsen,,38475.0,38475.0
287,Bautzen,51.1814,14.4239,Germany,DE,Sachsen,minor,38329.0,38329.0
288,Pirna,50.9622,13.9403,Germany,DE,Sachsen,minor,38316.0,38316.0
289,Niederkassel,50.8167,7.0333,Germany,DE,Nordrhein-Westfalen,,38218.0,38218.0
290,Langen,49.9893,8.6803,Germany,DE,Hessen,,37902.0,37902.0
291,Greven,52.0917,7.6083,Germany,DE,Nordrhein-Westfalen,,37692.0,37692.0
292,Fuerstenfeldbruck,48.1778,11.2556,Germany,DE,Bayern,minor,37677.0,37677.0
293,Neu Isenburg,50.0558,8.6971,Germany,DE,Hessen,,37668.0,37668.0
294,Papenburg,53.0667,7.4,Germany,DE,Niedersachsen,,37579.0,37579.0
295,Kamp-Lintfort,51.5,6.5333,Germany,DE,Nordrhein-Westfalen,,37391.0,37391.0
296,Backnang,48.9464,9.4306,Germany,DE,Baden-Wuerttemberg,,37253.0,37253.0
297,Warendorf,51.9539,7.9933,Germany,DE,Nordrhein-Westfalen,minor,37226.0,37226.0
298,Koenigs Wusterhausen,52.2917,13.625,Germany,DE,Brandenburg,,37190.0,37190.0
299,Suhl,50.6106,10.6931,Germany,DE,Thueringen,minor,36955.0,36955.0
300,Beckum,51.7558,8.0408,Germany,DE,Nordrhein-Westfalen,,36646.0,36646.0
301,Erding,48.3001,11.9082,Germany,DE,Bayern,minor,36469.0,36469.0
302,Coesfeld,51.9458,7.1675,Germany,DE,Nordrhein-Westfalen,minor,36217.0,36217.0
303,Muehlhausen,51.2167,10.45,Germany,DE,Thueringen,minor,36200.0,36200.0
304,Wesseling,50.8207,6.9786,Germany,DE,Nordrhein-Westfalen,,36146.0,36146.0
305,Kehl,48.5711,7.8089,Germany,DE,Baden-Wuerttemberg,,36089.0,36089.0
306,Emsdetten,52.1728,7.5344,Germany,DE,Nordrhein-Westfalen,,36012.0,36012.0
307,Tuttlingen,47.985,8.8233,Germany,DE,Baden-Wuerttemberg,minor,35730.0,35730.0
308,Sankt Ingbert,49.3,7.1167,Germany,DE,Saarland,,35714.0,35714.0
309,Porta Westfalica,52.2167,8.9333,Germany,DE,Nordrhein-Westfalen,,35671.0,35671.0
310,Sinsheim,49.25,8.8833,Germany,DE,Baden-Wuerttemberg,,35442.0,35442.0
311,Meppen,52.6906,7.291,Germany,DE,Niedersachsen,minor,35373.0,35373.0
312,Limburg,50.3833,8.0667,Germany,DE,Hessen,minor,35243.0,35243.0
313,Ingelheim,49.9747,8.0564,Germany,DE,Rheinland-Pfalz,minor,35146.0,35146.0
314,Lage,51.9833,8.8,Germany,DE,Nordrhein-Westfalen,,35047.0,35047.0
315,Cloppenburg,52.8478,8.0439,Germany,DE,Niedersachsen,minor,34913.0,34913.0
316,Winsen,53.3667,10.2167,Germany,DE,Niedersachsen,minor,34896.0,34896.0
317,Moerfelden-Walldorf,49.9896,8.5661,Germany,DE,Hessen,,34828.0,34828.0
318,Wermelskirchen,51.1392,7.2051,Germany,DE,Nordrhein-Westfalen,,34765.0,34765.0
319,Datteln,51.6539,7.3417,Germany,DE,Nordrhein-Westfalen,,34614.0,34614.0
320,Kempen,51.3658,6.4194,Germany,DE,Nordrhein-Westfalen,,34597.0,34597.0
321,Saarlouis,49.3167,6.75,Germany,DE,Saarland,minor,34552.0,34552.0
322,Leer,53.2308,7.4528,Germany,DE,Niedersachsen,minor,34486.0,34486.0
323,Seelze,52.3961,9.5981,Germany,DE,Niedersachsen,,34442.0,34442.0
324,Crailsheim,49.1347,10.0706,Germany,DE,Baden-Wuerttemberg,,34400.0,34400.0
325,Barsinghausen,52.3031,9.4606,Germany,DE,Niedersachsen,,34234.0,34234.0
326,Balingen,48.2731,8.8506,Germany,DE,Baden-Wuerttemberg,minor,34217.0,34217.0
327,Zweibruecken,49.2494,7.3608,Germany,DE,Rheinland-Pfalz,minor,34209.0,34209.0
328,Viernheim,49.538,8.5792,Germany,DE,Hessen,,34175.0,34175.0
329,Steinfurt,52.1504,7.3366,Germany,DE,Nordrhein-Westfalen,minor,34084.0,34084.0
330,Merseburg,51.3544,11.9928,Germany,DE,Sachsen-Anhalt,minor,34080.0,34080.0
331,Hemer,51.3833,7.7667,Germany,DE,Nordrhein-Westfalen,,34080.0,34080.0
332,Dietzenbach,50.0086,8.7756,Germany,DE,Hessen,,34019.0,34019.0
333,Radebeul,51.1033,13.67,Germany,DE,Sachsen,,34008.0,34008.0
334,Bad Vilbel,50.1781,8.7361,Germany,DE,Hessen,,33990.0,33990.0
335,Geldern,51.5197,6.3325,Germany,DE,Nordrhein-Westfalen,,33836.0,33836.0
336,Goch,51.6839,6.1619,Germany,DE,Nordrhein-Westfalen,,33825.0,33825.0
337,Kornwestheim,48.8597,9.185,Germany,DE,Baden-Wuerttemberg,,33803.0,33803.0
338,Stuhr,53.0167,8.75,Germany,DE,Niedersachsen,,33678.0,33678.0
339,Uelzen,52.9647,10.5658,Germany,DE,Niedersachsen,minor,33614.0,33614.0
340,Deggendorf,48.8353,12.9644,Germany,DE,Bayern,minor,33585.0,33585.0
341,Wedel,53.5833,9.7,Germany,DE,Schleswig-Holstein,,33547.0,33547.0
342,Ahrensburg,53.6747,10.2411,Germany,DE,Schleswig-Holstein,,33472.0,33472.0
343,Rheinfelden (Baden),47.5611,7.7917,Germany,DE,Baden-Wuerttemberg,,33074.0,33074.0
344,Korschenbroich,51.1833,6.5167,Germany,DE,Nordrhein-Westfalen,,33066.0,33066.0
345,Biberach,48.0981,9.7886,Germany,DE,Baden-Wuerttemberg,minor,32938.0,32938.0
346,Wernigerode,51.835,10.7853,Germany,DE,Sachsen-Anhalt,,32733.0,32733.0
347,Bernburg,51.8,11.7333,Germany,DE,Sachsen-Anhalt,minor,32674.0,32674.0
348,Juelich,50.9222,6.3583,Germany,DE,Nordrhein-Westfalen,,32632.0,32632.0
349,Lampertheim,49.5942,8.4671,Germany,DE,Hessen,,32537.0,32537.0
350,Vechta,52.7306,8.2886,Germany,DE,Niedersachsen,minor,32433.0,32433.0
351,Naumburg,51.1521,11.8098,Germany,DE,Sachsen-Anhalt,minor,32402.0,32402.0
352,Forchheim,49.7197,11.0581,Germany,DE,Bayern,minor,32171.0,32171.0
353,Bad Nauheim,50.3667,8.75,Germany,DE,Hessen,,32163.0,32163.0
354,Hoyerswerda,51.4331,14.25,Germany,DE,Sachsen,,32123.0,32123.0
355,Altenburg,50.985,12.4333,Germany,DE,Thueringen,minor,32074.0,32074.0
356,Delbrueck,51.7667,8.5667,Germany,DE,Nordrhein-Westfalen,,31949.0,31949.0
357,Fuerstenwalde,52.3667,14.0667,Germany,DE,Brandenburg,,31941.0,31941.0
358,Achim,53.013,9.033,Germany,DE,Niedersachsen,,31911.0,31911.0
359,Itzehoe,53.925,9.5164,Germany,DE,Schleswig-Holstein,minor,31879.0,31879.0
360,Georgsmarienhuette,52.2031,8.0447,Germany,DE,Niedersachsen,,31827.0,31827.0
361,Herrenberg,48.5967,8.8708,Germany,DE,Baden-Wuerttemberg,,31545.0,31545.0
362,Oer-Erkenschwick,51.6422,7.2508,Germany,DE,Nordrhein-Westfalen,,31442.0,31442.0
363,Radolfzell am Bodensee,47.7369,8.9697,Germany,DE,Baden-Wuerttemberg,,31203.0,31203.0
364,Kreuztal,50.962,8.0064,Germany,DE,Nordrhein-Westfalen,,31187.0,31187.0
365,Ganderkesee,53.0358,8.5483,Germany,DE,Niedersachsen,,31137.0,31137.0
366,Rheinberg,51.5467,6.6006,Germany,DE,Nordrhein-Westfalen,,31097.0,31097.0
367,Bramsche,52.4089,7.9728,Germany,DE,Niedersachsen,,30952.0,30952.0
368,Neuruppin,52.9222,12.8,Germany,DE,Brandenburg,minor,30846.0,30846.0
369,Einbeck,51.8167,9.8667,Germany,DE,Niedersachsen,,30826.0,30826.0
370,Werl,51.5528,7.9139,Germany,DE,Nordrhein-Westfalen,,30772.0,30772.0
371,Schoenebeck,52.0167,11.75,Germany,DE,Sachsen-Anhalt,,30720.0,30720.0
372,Burgdorf,52.4438,10.0078,Germany,DE,Niedersachsen,,30699.0,30699.0
373,Gevelsberg,51.3265,7.3559,Germany,DE,Nordrhein-Westfalen,,30695.0,30695.0
374,Weyhe,52.9936,8.8733,Germany,DE,Niedersachsen,,30669.0,30669.0
375,Geesthacht,53.4375,10.3675,Germany,DE,Schleswig-Holstein,,30551.0,30551.0
376,Haan,51.1931,7.0131,Germany,DE,Nordrhein-Westfalen,,30484.0,30484.0
377,Lohmar,50.8415,7.2166,Germany,DE,Nordrhein-Westfalen,,30363.0,30363.0
378,Osterholz-Scharmbeck,53.2269,8.7947,Germany,DE,Niedersachsen,minor,30300.0,30300.0
379,Weil am Rhein,47.5947,7.6108,Germany,DE,Baden-Wuerttemberg,,30175.0,30175.0
380,Ennepetal,51.3021,7.3425,Germany,DE,Nordrhein-Westfalen,,30075.0,30075.0
381,Riesa,51.3081,13.2939,Germany,DE,Sachsen,,30054.0,30054.0
382,Taunusstein,50.1435,8.1606,Germany,DE,Hessen,,30005.0,30005.0
383,Andernach,50.4397,7.4017,Germany,DE,Rheinland-Pfalz,,29966.0,29966.0
384,Meschede,51.3503,8.2836,Germany,DE,Nordrhein-Westfalen,minor,29921.0,29921.0
385,Schwedt (Oder),53.0631,14.2831,Germany,DE,Brandenburg,,29920.0,29920.0
386,Friedberg,48.35,10.9833,Germany,DE,Bayern,,29810.0,29810.0
387,Bad Hersfeld,50.8683,9.7067,Germany,DE,Hessen,minor,29800.0,29800.0
388,Gaggenau,48.8039,8.3194,Germany,DE,Baden-Wuerttemberg,,29777.0,29777.0
389,Merzig,49.4471,6.6312,Germany,DE,Saarland,minor,29745.0,29745.0
390,Neuburg,48.7333,11.1833,Germany,DE,Bayern,minor,29682.0,29682.0
391,Werve,51.6667,7.6167,Germany,DE,Nordrhein-Westfalen,,29662.0,29662.0
392,Vaihingen an der Enz,48.9328,8.9564,Germany,DE,Baden-Wuerttemberg,,29467.0,29467.0
393,Rietberg,51.8,8.4333,Germany,DE,Nordrhein-Westfalen,,29466.0,29466.0
394,Saalfeld,50.6506,11.3542,Germany,DE,Thueringen,minor,29457.0,29457.0
395,Bretten,49.0364,8.7061,Germany,DE,Baden-Wuerttemberg,,29412.0,29412.0
396,Waltrop,51.6236,7.3972,Germany,DE,Nordrhein-Westfalen,,29345.0,29345.0
397,Oelde,51.8258,8.1436,Germany,DE,Nordrhein-Westfalen,,29326.0,29326.0
